gene,importance,importance_std,rank
SBDS,1.0240005056063335,3.5339479034991768,1405
HMGCS1,1.023998002211253,3.6461738215217543,1406
FAM156A,1.0232593417167664,3.242246745170088,1407
STAT2,1.0225887447595596,3.059944288801385,1408
SEC63P1,1.0222230752309163,2.750026017967966,1409
CKS2,1.0220190087954204,3.4240630649798502,1410
RP11-475C16.1,1.0219021340211232,3.601952293574353,1411
SNURF,1.0217610994974773,3.436218016403382,1412
HGS,1.0215606292088826,3.183285487252132,1413
BCL2L1,1.021440823872884,5.7798109753721345,1414
SH2B1,1.0199580391248066,3.408428245279805,1415
RPL31,1.0196116740504901,3.70357099513807,1416
PAPOLA,1.0191850264867146,3.998051517083817,1417
NRD1,1.0186344385147095,3.029458617183711,1418
CD5,1.017334093650182,3.5772705958006297,1419
YEATS2,1.0168904066085815,3.479099906009683,1420
LYRM7,1.0167749325434368,4.154458576873533,1421
ZNF83,1.0167130132516224,3.77960239726328,1422
FAM192A,1.016107181708018,3.427049450821063,1423
SMEK2,1.0159388383229573,3.101225659220134,1424
PDCD1,1.015820562839508,3.5322796864624175,1425
TMC8,1.014921247959137,3.0090082595231005,1426
FNBP1,1.0139967650175095,3.6515504930491773,1427
TM2D3,1.0118730862935383,3.613312978361904,1428
RBM12B-AS1,1.0113676190376282,3.430110881385922,1429
ZNF706,1.010359138250351,3.360175523301934,1430
TMEM43,1.008258064587911,3.6428718538652824,1431
DPYSL2,1.0066415468851726,4.832430484096516,1432
TAF15,1.0055965979894002,3.4552399035488,1433
UAP1,1.0055229663848877,3.3960297438401192,1434
ITGB7,1.0051883260409038,3.192807100885666,1435
COX6A1,1.003752777973811,2.64244724593251,1436
C17orf49,1.0032127896944683,3.9857160239707268,1437
BTN3A1,1.0024168491363525,3.3146563726168696,1438
CD3E,1.002290556828181,2.9213623923222527,1439
GNAI3,1.002267022927602,2.9476333230262637,1440
ESYT1,1.0020486116409302,3.8816397240696454,1441
RBM25,1.0012260675430298,3.123310930868301,1442
CNBP,0.9987096587816874,3.5087711854698376,1443
ZNF507,0.9980041980743408,3.9545347166911626,1444
RPS21,0.9941162168979645,2.9862343785070484,1445
CSDE1,0.9935546815395355,3.3570008041985138,1446
ACCS,0.9933156967163086,3.3666464663799673,1447
SPATS2L,0.9932522376378378,4.781449985392763,1448
PDCD2,0.9922348062197367,3.8471483167544025,1449
PSMD14,0.991935650507609,4.042922191328248,1450
NPC1,0.9912603199481964,2.94810669872559,1451
SP110,0.9911946853001913,3.31969247376329,1452
COPS8,0.9911105533440908,3.55425635278889,1453
AC093838.4,0.9894315401713053,3.8381934657262016,1454
LIMS1,0.9894117911656698,3.5313735405299167,1455
LASP1,0.9861477216084799,3.1144249514081954,1456
WWP1,0.9855830073356628,2.956807806053543,1457
TBC1D10A,0.9836048682530721,3.87582367168857,1458
SLC30A6,0.9816510677337646,3.8882765395942362,1459
GRK6,0.9814743399620056,2.949592336183047,1460
PRKAR1A,0.9813601275285085,3.0201354951200434,1461
CAPNS1,0.9804494380950928,3.4690412431994875,1462
CCND2,0.9794066349665324,3.5294518034748665,1463
DNAJB9,0.9776542584101359,2.928695257860657,1464
EDEM1,0.9763190398613611,3.203638878081358,1465
WDR75,0.9746899207433065,3.7880270372914806,1466
LAMTOR4,0.9717823266983032,3.315449067979578,1467
EEF1A1P13,0.9696626861890157,3.071088786054269,1468
STRADB,0.969101349512736,2.595532163087118,1469
RAB4B,0.9690517981847128,3.253664737658051,1470
IL1B,0.9688809712727865,4.760079563553445,1471
CD27,0.9681480129559835,4.269939324668214,1472
CKLF,0.9668860832850138,2.9047806742109907,1473
KLHL2,0.9663663705190023,2.357085331518584,1474
TANK,0.9661041597525278,2.7133278482244054,1475
ICAM2,0.9650746583938599,3.837628857571779,1476
EXOSC10,0.9646744728088379,3.221347699019897,1477
PBX3,0.963788628578186,3.8017838635008188,1478
NDUFA13,0.9633054534594218,3.180411299570695,1479
SMARCA2,0.9623437722524008,3.2350810504386436,1480
ARHGDIB,0.9620670775572459,3.407089904907717,1481
RSAD2,0.9618245760599772,3.316005831262654,1482
MSN,0.9613616267840067,2.4984845533518296,1483
CUL5,0.9611547787984213,3.7607456165223065,1484
YWHAZP5,0.9610299269358317,3.0781418308150403,1485
COBLL1,0.9607617656389872,3.9354841820727855,1486
PREP,0.9602913856506348,3.3097292054506493,1487
ARHGAP9,0.9600865046183268,3.0936000761641824,1488
C21orf33,0.959566573301951,2.922472286104149,1489
CYLD,0.9595633745193481,3.217314327540854,1490
HAPLN3,0.9581651290257772,3.2075919295408073,1491
PLEKHO2,0.9577977856000265,3.2139709529573692,1492
PCBP1,0.9565146764119467,3.2036548463070713,1493
RRN3P1,0.9561320940653483,2.8623609122629357,1494
STX12,0.9542452692985535,3.7938820718005246,1495
MRPS24,0.9538915356000265,3.71188612337682,1496
FAM129C,0.9533863067626953,3.862570018537968,1497
LYST,0.95291139682134,4.019969183737999,1498
MFN2,0.9512678384780884,4.004848558876093,1499
CD300LF,0.9508475462595621,4.5604982639441705,1500
C11orf58,0.9490025242169698,3.4558132477835724,1501
ERRFI1,0.9488086700439453,4.350891890713129,1502
SERP1,0.9472262958685557,3.1625359104198028,1503
UQCR11,0.9470919171969095,3.2197809871344583,1504
CRTC3,0.9467540383338928,3.1942527623991026,1505
FOXN3,0.9461471835772196,3.1179691452936367,1506
TYSND1,0.9449487527211508,4.537969846489071,1507
WIPF1,0.9447161753972372,2.8037980600355366,1508
PTGDR,0.9446672797203064,2.891727049022164,1509
TRABD,0.9398839275042216,3.214095791694492,1510
RP11-345J4.6,0.9395257929960886,2.879692588736513,1511
EIF3M,0.9375863571961721,2.8616862764721933,1512
MAF,0.9375079472859701,4.725278413995453,1513
INPP4A,0.9371843934059143,3.7114457499765297,1514
ANKRD44,0.9362960532307625,2.812974845510145,1515
ZFAND6,0.9343082507451376,3.1786751429949245,1516
ADRM1,0.9342609643936157,3.5549569599077833,1517
KIAA0020,0.9342109759648641,3.6331662286525135,1518
NOC4L,0.9335596958796183,3.6159364385175485,1519
SRSF9,0.9323220451672872,4.073007434472994,1520
RCAN3,0.9318934281667074,3.6286660336901044,1521
CCNH,0.9318248828252157,2.85878338584632,1522
TTC39C,0.9308886726697286,3.117136256743906,1523
MYD88,0.9306192298730215,3.504389321317971,1524
STARD7,0.9300936659177145,3.8084765066766666,1525
R3HDM2,0.928434153397878,3.1446730572676183,1526
PRPF3,0.9281595349311829,3.0890080836008056,1527
MYO5A,0.9276119073232015,3.681014890100982,1528
ARHGAP17,0.927209218343099,2.7497990481698418,1529
FKBP11,0.9266059796015421,3.3618236317619288,1530
COX7C,0.9258144696553549,2.6559214409407583,1531
ATP5O,0.9257458845774332,3.0779342552254683,1532
SSR1,0.9256935516993204,3.268949027251081,1533
RCSD1,0.9255006611347198,3.182046266710913,1534
BAZ2A,0.9246888955434164,3.290756132634779,1535
RP6-105D16.1,0.9243839383125305,3.18065174837009,1536
NCF1,0.9240681727727255,3.5918773179767447,1537
ITGAM,0.923783560593923,4.797834082548067,1538
SLC6A6,0.9236250321070353,3.2081194284087573,1539
ZBTB43,0.9223986466725668,3.0880267273420774,1540
IQSEC1,0.9220918913682302,3.1939159759582783,1541
SLC2A14,0.9220714767773946,3.3790170297540607,1542
SLC1A5,0.9216447075208029,3.939933301648051,1543
IMP3,0.9213375250498453,3.0691666041559595,1544
GALM,0.9178395867347717,3.559091932103551,1545
CENPC,0.9170387387275696,2.679379320715777,1546
UBE2I,0.9169007937113444,3.0979378914402753,1547
ITGA5,0.9164417386054993,4.102802553430793,1548
TM9SF2,0.9160869518915812,3.1226793826847916,1549
ZMYM6NB,0.9159137407938639,3.6230565330277287,1550
PPID,0.9157991607983907,3.0620120144498997,1551
C20orf24,0.9150835673014323,3.0362377565103436,1552
DDB1,0.9149120052655538,2.544566035122105,1553
BUB3,0.9141465822855631,3.437037079758338,1554
AHSA2,0.9139102101325989,3.138623217096437,1555
RP11-262D11.2,0.9137546221415201,2.4599642281789023,1556
ANKRD10,0.9136550625165304,3.7162280491797692,1557
DYRK1B,0.9130183855692545,4.378730708476628,1558
HMHA1,0.9121252497037252,3.8105209215660154,1559
CD47,0.9110498130321503,2.8139555039203037,1560
ZNRD1,0.9106214841206869,4.033885788707851,1561
TOP2B,0.9103440443674723,3.6241141102327514,1562
DDX60,0.9103267987569174,3.6046650282973416,1563
LRRC16A,0.909700612227122,3.5759470798347834,1564
NPC2,0.9094091256459554,4.391173931145265,1565
SLC15A4,0.9085406064987183,4.509131063554657,1566
CD4,0.9083074380954107,4.6167584621533395,1567
RREB1,0.9071826934814453,2.746734046204155,1568
DOCK2,0.9071425298849741,2.6430388264797524,1569
AMMECR1,0.9071119427680969,3.5229038626643288,1570
ACTR3,0.907088706890742,2.6878946690593644,1571
IGHGP,0.9070748686790466,4.097265151808273,1572
PHIP,0.9068906406561533,3.1257889001523993,1573
HCG18,0.90657905737559,3.228219129764555,1574
WDR83OS,0.9054197172323862,3.0053639075246403,1575
POLR2K,0.9032798806826273,3.5143765229423254,1576
VWA8,0.902921219666799,3.6739892272925503,1577
KIF5B,0.9026544789473215,3.1248244793747997,1578
SAMD9L,0.9022874534130096,3.272791747117964,1579
ARPC2,0.9019180039564768,2.9510377447430067,1580
IFI27L2,0.9018215338389078,4.663795800629036,1581
RALA,0.9014639854431152,3.8513347959733424,1582
SPN,0.9011047780513763,3.7193581366357744,1583
HCFC1R1,0.9009703199068705,3.007133318936111,1584
SNX19P3,0.9000605344772339,3.7611997945551296,1585
NUDT22,0.8996182580788931,3.1544298547404725,1586
HIPK1,0.8994106352329254,3.298227990558178,1587
YME1L1,0.8979474504788717,3.0066989631679863,1588
ANKRD36BP1,0.8959175745646158,3.660600616584526,1589
G3BP1,0.8958719273408254,2.8041084288165252,1590
MED8,0.8946111996968588,2.166720889855104,1591
HLA-DOA,0.8937118848164877,3.6600989254946477,1592
IGLC1,0.8935741583506266,6.126035789495961,1593
CSRNP1,0.8931964437166849,3.467677847981431,1594
RP11-112J1.1,0.8920799891153971,3.572768915709062,1595
CWF19L1,0.8920755585034689,3.002117220393012,1596
NDUFC1,0.8917438983917236,2.7017825117311283,1597
RPL14,0.8911198427279791,2.676890613021787,1598
ADAM19,0.8911191622416178,3.4583353960573255,1599
CALCOCO2,0.8909374674161276,2.931303929837519,1600
PRPSAP2,0.8908206224441528,3.100493454994816,1601
DDX20,0.8905091087023417,3.4691885633481774,1602
DAG1,0.8903950452804565,3.487893401011434,1603
FTH1P2,0.890267570813497,3.498976900147272,1604
VPS39,0.8897834022839864,3.213418344791827,1605
LCLAT1,0.8885981241861979,2.950005812142915,1606
CDK10,0.8885955810546875,2.757493958729139,1607
TMEM208,0.888576885064443,3.7199320189672895,1608
VMA21,0.8885523080825806,3.47414277778375,1609
OAS1,0.8884785970052084,4.290435422506168,1610
ZDHHC5,0.8868690729141235,3.4367151775029052,1611
TMEM86B,0.8868581056594849,3.4992812022399935,1612
PRMT10,0.8866529862085978,3.447701326727007,1613
IRF4,0.885954479376475,3.0837560908799917,1614
GTF3A,0.8851732611656189,2.533115443570214,1615
EIF3H,0.8844106098016103,2.5289267159090563,1616
GLTSCR2,0.8834831317265829,3.183565939785801,1617
TMC6,0.8830406268437704,2.803836276451717,1618
PGAP3,0.8830244938532511,3.4802903126056735,1619
SF1,0.8822469015916189,3.2572833653703097,1620
AC009245.3,0.8821326593557993,3.181089554776941,1621
LTV1,0.881884773572286,3.4196373067546952,1622
SMN2,0.8816452423731486,3.0279405218285036,1623
FOXN2,0.881529966990153,3.474167188150059,1624
OSBP,0.881069004535675,3.4288971068574567,1625
ANAPC5,0.8808383742968241,3.670898375805303,1626
RPS23,0.8790473639965057,2.801502321608971,1627
ETV6,0.8767914573351542,3.8732998747001233,1628
GNG2,0.8765232712030411,3.19557765384952,1629
MSL3,0.8763936559359232,3.129929309223371,1630
SASH3,0.8746027251084646,2.682491624446805,1631
CCDC141,0.8738017082214355,4.1959991243756845,1632
NIPSNAP1,0.8737010558446249,2.5689273019276713,1633
PDPR,0.8725956678390503,4.23766533076117,1634
SENP7,0.8723700046539307,2.9452289917320216,1635
LTB,0.8723288377126058,2.918165233735863,1636
FAM195B,0.870301882425944,4.176386337195993,1637
DBI,0.8699393471082052,2.9643149832776525,1638
SNORD3A,0.8694869677225748,2.9508701837772224,1639
EIF3K,0.8693870007991791,2.9942062298842615,1640
MAPK14,0.8678036133448283,3.425573908038295,1641
MRPS18A,0.8675007820129395,3.372331972408841,1642
SLC5A3,0.8673394918441772,3.661630706854711,1643
FGD2,0.8671792348225912,4.265352079221544,1644
CHCHD3,0.8669777909914652,3.4102603267495,1645
PSMC5,0.8666752179463705,2.9801340089050545,1646
FTH1P20,0.8647789359092712,3.0822521520692554,1647
HNRNPH3,0.8647439281145731,3.0655172443187526,1648
SIT1,0.8647196491559347,2.8916670574213126,1649
TTC14,0.8637811740239462,4.158970717142726,1650
GNAI2,0.863709032535553,3.4393489723609143,1651
ATXN7,0.8636425534884135,3.157308243984978,1652
RASA2,0.8633561929066976,3.463085555329029,1653
H2AFJ,0.859394907951355,3.330346721674619,1654
ABHD2,0.8571547468503317,3.4753370545213644,1655
GRB2,0.8568936934073766,2.973910853961565,1656
ZBTB38,0.8563623428344727,3.3309396130291553,1657
STK10,0.8542339031895002,3.4042009233356767,1658
RPL22,0.8539439042409261,3.218218355860105,1659
TMEM70,0.8538173039754232,4.102826378926803,1660
LA16c-3G11.7,0.8533209760983785,2.767644715027011,1661
POLL,0.8517839511235555,2.9432904914644418,1662
MACF1,0.8503205279509226,2.966894267487709,1663
HM13,0.8502918382485708,2.5154134574613276,1664
AAGAB,0.8500876029332479,3.3040188855828094,1665
NF2,0.8500461578369141,3.5442951917895815,1666
DALRD3,0.8486489256223043,3.294328132369237,1667
ZC3HAV1,0.8463273346424103,2.334357669376239,1668
ATP1B3,0.8459750711917877,3.018759317684345,1669
C9orf78,0.8452016760905584,3.0526109364228082,1670
RPL23,0.8443471789360046,3.303125075269318,1671
AC024560.3,0.8441251516342163,3.3172402592971455,1672
DNM2,0.8434564371903738,2.9136759312169294,1673
HK3,0.8429994583129883,3.2774578925657085,1674
AP1G1,0.8429268995920817,2.35474259884866,1675
MAT2B,0.8422959645589193,3.3691576470580795,1676
PBXIP1,0.8415819009145101,4.071848313034671,1677
PRR13,0.8414136916399002,2.6470705258558582,1678
SRP14,0.8406252811352412,2.6482321509397013,1679
STXBP2,0.839367687702179,3.3510725150864307,1680
FHL3,0.8379311561584473,2.7927708337691795,1681
NME1-NME2,0.8375251392523447,2.6298356177988618,1682
FABP5P7,0.837418258190155,3.271297442943393,1683
RBKS,0.837229440609614,3.509711932803325,1684
PREX1,0.8372262716293335,2.784407989763663,1685
BAP1,0.8363741040229797,3.3335524901932665,1686
NMI,0.8357897400856018,3.2687779088505224,1687
RP11-349A22.5,0.8357775608698527,3.160137318244046,1688
CD53,0.8349761565526327,2.522314087582287,1689
KMT2C,0.8337935308615366,2.902612499772863,1690
TUBA1C,0.8331915537516276,2.6954345963964355,1691
RPS27L,0.8324097792307535,3.5802349520556183,1692
FNDC3B,0.8317161401112875,3.2287702763550357,1693
EIF3G,0.8314769963423411,3.4702670504404005,1694
RECQL,0.8301111062367758,3.2476432835901767,1695
THADA,0.8297597368558248,3.0395973419991686,1696
DCP1A,0.8293308814366659,3.220624498388456,1697
PTPN22,0.8286262353261312,2.626911315841373,1698
MYO9B,0.8280038237571716,3.230417663327941,1699
MPRIP,0.8276299635569254,3.2236093925842226,1700
7SK,0.8258668680985769,2.879156183553286,1701
RPN1,0.8251245617866516,3.321682738318224,1702
PAQR7,0.8250718116760254,2.820015838586746,1703
PLP2,0.8245874643325806,3.206542985097955,1704
IRF8,0.8241258636116982,4.0590976176502265,1705
CFLAR,0.8235422720511755,1.9660395160440967,1706
TMEM245,0.8231347799301147,2.4991820261778894,1707
TCEA1,0.822919229666392,2.2847200661740126,1708
HMOX2,0.8222171068191528,2.8552261695236982,1709
MLLT6,0.8209249575932821,2.755156452066584,1710
HLA-DMA,0.8185926675796509,3.335296265143205,1711
PARD6A,0.8168801069259644,2.7182514504120308,1712
CCT8,0.8161117235819498,2.7739070707400755,1713
DUSP10,0.8158050775527954,3.232520315507724,1714
MCTP2,0.8149966994921366,3.344780750287972,1715
NECAP2,0.8149453699588776,2.8004937259930203,1716
PCNT,0.8145362337430319,2.7349872924047265,1717
EEF2,0.8141467273235321,2.233127615419558,1718
TXLNA,0.8138114809989929,2.3995576655130164,1719
HIST1H2BK,0.8138039112091064,3.2591758551626535,1720
RALGDS,0.8130087455113729,2.9328557587432336,1721
PELI1,0.8125561475753784,2.759595781812946,1722
KIAA0226,0.8124269843101501,3.1974103455811953,1723
TGIF1,0.8122674226760864,3.242167999045529,1724
GPI,0.8118104239304861,2.9240904144277895,1725
NBR1,0.811229278643926,2.747438637540682,1726
DCLRE1C,0.8097613652547201,3.150886868728404,1727
RP4-594I10.3,0.8094857533772787,3.1421778080734333,1728
RSBN1L,0.8082751035690308,2.9463031246701266,1729
AUP1,0.8080059190591177,2.559038683913226,1730
NOP58,0.8079472382863363,2.9845590345188335,1731
NELL2,0.8073546489079794,3.2105594155963155,1732
RB1,0.8062371810277303,2.7133759675493234,1733
CCT4,0.805609405040741,2.9592501251898473,1734
PDXDC2P,0.8055217266082764,3.1841451665799125,1735
FZD6,0.8051322301228842,3.1574190871573338,1736
SDC4,0.8045499324798584,3.346574588720991,1737
TMEM123,0.8044453064600626,3.2463426346149626,1738
TMBIM6,0.8043995102246603,3.1711512692229236,1739
RP11-516A11.1,0.8040875991185507,3.1233821189531845,1740
JARID2,0.8033739030361176,2.7876415538894586,1741
HNRNPDL,0.8033513724803925,2.7273136106435376,1742
BAK1P1,0.8030788699785868,3.195991369692981,1743
ZNF91,0.8025325536727905,3.1465804329122946,1744
MRPL32,0.8008804321289062,3.141509394205068,1745
ARL6IP4,0.7991977135340372,3.8352168766665633,1746
SDHAF2,0.7972497791051865,2.3134440088449266,1747
RP11-705C15.3,0.7971189022064209,3.2655670622768054,1748
SNORD3C,0.7968565424283346,3.3639961342752414,1749
FXR1,0.7968004743258158,3.137984521585751,1750
SMARCC2,0.7960826357205709,3.2188364507682463,1751
ARHGAP35,0.7956247925758362,3.1713281877684003,1752
ARPP19,0.7949301501115164,2.8646097784362246,1753
EIF2S2,0.7942832509676615,3.1173456439441494,1754
HNRNPM,0.7941352725028992,2.746837957624918,1755
SLC4A7,0.7929376761118571,3.105843807354113,1756
BLOC1S1,0.7929078936576843,3.101740952961306,1757
PRDX6,0.7925761540730795,3.3701611883786424,1758
SFT2D2,0.7918345630168915,3.25313549908231,1759
CNTRL,0.7917287051677704,3.346168364754101,1760
MCM9,0.7908295492331187,2.0157282212276435,1761
AC007969.5,0.7902492086092631,3.0614008143245495,1762
EHMT1,0.7889015277226766,2.7923433496116807,1763
LAG3,0.7888357639312744,3.325989208378264,1764
ATG7,0.7885828812917074,3.1606731854554626,1765
ATF6B,0.788477619489034,3.188182973597169,1766
APC,0.787818431854248,2.178131531585189,1767
DCP2,0.7871911923090616,3.1027810128614832,1768
C1orf162,0.7857544223467509,3.8613541914985636,1769
RDH11,0.78521196047465,3.305415598112408,1770
ITPR3,0.7851972182591757,3.0954009240476514,1771
RC3H1,0.7833264668782552,3.159516296163552,1772
IL8,0.7832029660542806,5.369369017277771,1773
ANTXR2,0.782848040262858,2.6335328133254583,1774
SLC25A37,0.7826743920644125,3.7921879672822447,1775
RBPJ,0.7825656731923422,2.7105169216871614,1776
PKN1,0.7824751536051432,2.636987240175205,1777
VIMP,0.7822839816411337,3.030769085246744,1778
PMEPA1,0.7820782562096914,3.3166503685327196,1779
LAP3P2,0.7803169886271158,2.63932503614452,1780
TRIB2,0.7802135944366455,3.5126979591997696,1781
PIK3R5,0.7800791561603546,2.8454082278279014,1782
PDXDC1,0.7799444595972697,2.6657543790443823,1783
ICAM3,0.7795073141654333,3.015505852392785,1784
IL12RB2,0.7794701457023621,2.299606345506178,1785
CYFIP2,0.7790304025014242,3.737271297433561,1786
TBC1D2B,0.7789689501126608,3.3280711601761466,1787
NUP188,0.7783825198809305,3.0831261060921658,1788
CREBRF,0.7782993018627167,3.175848646623097,1789
WDSUB1,0.7780819336573283,3.3746661575047963,1790
PCED1B-AS1,0.7777852217356364,3.0308996235420205,1791
SLC31A2,0.7776674826939901,3.743680877415869,1792
ABCD4,0.7772543827692667,3.1597777214676745,1793
PON2,0.7770151694615682,3.108384452790467,1794
RP11-488L18.10,0.7767431239287058,3.205729529188681,1795
ITGAE,0.7758238613605499,3.4380173006559294,1796
WASH7P,0.7752120097478231,3.1854226678575435,1797
LSM6,0.7750708063443502,3.008694118760608,1798
CNDP2,0.773697038491567,3.0086836720856747,1799
RNF149,0.7722089986006418,2.230967478294817,1800
CD244,0.7721170981725057,3.0383724486727095,1801
VPS16,0.7707850138346354,3.738754912245439,1802
PIGQ,0.7703404029210409,3.8439986669206188,1803
EFR3A,0.7701374292373657,2.988532117590377,1804
PHACTR4,0.7700949907302856,3.397123177023503,1805
FAR1,0.7700614333152771,3.01018897195542,1806
NAV1,0.7696155707041422,3.739086626546298,1807
ATP6V1D,0.769438107808431,3.8465522463547916,1808
RP11-384K6.6,0.7682562073071798,2.8415509414020566,1809
RLF,0.7678722341855367,2.7508630855481075,1810
CASC7,0.7666095495223999,2.2009708284886607,1811
MRS2,0.766186535358429,2.9675793585612524,1812
ISG20,0.7652230858802795,3.2707237158766684,1813
TSG101,0.7650788625081381,3.32910604422805,1814
HARS,0.7643682758013407,3.2365750435402347,1815
ING5,0.7640361984570821,3.0372875203426304,1816
TRAFD1,0.7630250255266825,2.3780485779578653,1817
TYK2,0.7628339529037476,3.0419480235739367,1818
HMGN1P36,0.7614994446436564,3.042315101811764,1819
SNHG6,0.76140828927358,2.7451578815176765,1820
CHST11,0.7611255844434103,3.123023531353525,1821
ABRACL,0.7608425815900167,2.251203158259346,1822
PPM1B,0.7603157758712769,2.232450840992195,1823
CTD-2370N5.3,0.7591119209925333,2.9451147464610226,1824
PHF23,0.7585135300954183,2.9495092364509286,1825
GK,0.7581830819447836,3.6485493557112423,1826
CASS4,0.7574131488800049,3.0458479411312522,1827
NMT1,0.7571163376172384,2.9794792208896657,1828
PRPF39,0.7560098568598429,2.5271350671138517,1829
ANKRD11,0.75518798828125,2.5082014812503473,1830
TMPRSS3,0.754863460858663,3.6206423590534595,1831
SLA,0.7547185321648916,2.9201443527228466,1832
LRIF1,0.7544245719909668,3.1786721496136847,1833
MLXIP,0.753856341044108,2.7481699088875327,1834
KLHDC2,0.7528162797292074,2.7461118763546586,1835
BZW1,0.7527521451314291,3.6531198135583764,1836
HECA,0.7524513105551401,3.221351499794804,1837
MGAT4A,0.7520479162534078,2.9774012631623847,1838
NAA38,0.7518605589866638,2.722130915846021,1839
PAG1,0.7512825677792231,2.964850958705701,1840
RP11-408P14.1,0.7512142459551493,2.7179670024408398,1841
CTB-118N6.1,0.7505062421162924,3.5993633934298703,1842
ECHDC2,0.7489315370718638,2.7450916769916955,1843
PSIP1,0.7482431332270304,2.7796201584128477,1844
HSH2D,0.7480665842692057,2.9050242643159314,1845
EIF3F,0.748056968053182,2.756047699669732,1846
CAPS,0.7466332117716471,3.6152786138313613,1847
MEF2C,0.7460342248280843,2.5388868524061525,1848
TLE3,0.7457840243975321,2.6612180486075103,1849
ATF4,0.745557447274526,2.956336621327368,1850
MOB1A,0.7444198727607727,3.009438129669479,1851
RPL5P4,0.7430544793605804,2.548536811634742,1852
PJA2,0.7429731090863546,2.2630720934651496,1853
AC005562.1,0.742931087811788,2.8310255593164193,1854
RPS10,0.7427458167076111,2.9546491172618334,1855
PSMD9,0.7427200873692831,2.58866463818844,1856
HLA-DOB,0.7425238291422526,2.887883759846684,1857
PDPK1,0.7421517968177795,2.60126705402181,1858
NGDN,0.7411299546559652,2.903984014784687,1859
GZMK,0.7410502831141154,3.128150656193259,1860
GRHPR,0.740712026755015,2.9187770029313826,1861
PARK7,0.7398008306821188,2.738655852936976,1862
FAM179B,0.7396578192710876,2.2894192112765106,1863
SCP2,0.7395603259404501,2.9176271239842078,1864
GLCCI1,0.739488403002421,3.040925642516255,1865
EPHA4,0.7385695377985636,3.5673411762353764,1866
RP11-442H21.2,0.7375507950782776,3.104193460362632,1867
MON2,0.7375471591949463,2.9129490458661174,1868
AGPS,0.7371633847554525,2.855695582078564,1869
ZC3H7A,0.736587385336558,2.366980048132215,1870
CAMTA1,0.736230750878652,2.8758972770268656,1871
CLEC16A,0.7361857891082764,2.22766580183037,1872
CCSER2,0.7361013094584147,3.0854716581525943,1873
HLA-DMB,0.7358782291412354,2.5234743313661263,1874
RP11-1023L17.2,0.7356961568196615,3.5372580127506144,1875
AP001062.7,0.735217014948527,2.8527546062915685,1876
ROCK1P1,0.7348932425181071,3.016181014510117,1877
EZH2,0.7345196604728699,2.973193285466019,1878
AXL,0.7338326772054037,2.8553311374397956,1879
RAP1B,0.7334060470263163,2.652109215836287,1880
RELB,0.7331816752751669,3.6067775046931234,1881
MTCH1,0.7327554722627004,2.609619396534837,1882
OAT,0.7325947980086008,2.7549436497890456,1883
CBLB,0.731678436199824,2.289479752125707,1884
CACUL1,0.7292633652687073,2.5971408215177516,1885
ZNF821,0.7292227745056152,3.4978216240032998,1886
PNN,0.7291203141212463,2.527650510518706,1887
RP11-124N14.3,0.7289877533912659,2.8390194601498497,1888
DCAF5,0.7274107535680135,2.438254007345364,1889
TXN2,0.726587692896525,2.8160831996179474,1890
AC007229.3,0.7261875867843628,3.4827257647828693,1891
NFATC2IP,0.7259220679601034,2.862851566048349,1892
MAP4,0.7256151437759399,2.5808074434194297,1893
NFE2L3,0.7253466447194418,2.810622468882096,1894
KB-1208A12.3,0.724414606889089,3.4984487749087045,1895
NDUFS5,0.724386195341746,2.4490772015881643,1896
IST1,0.7242615520954132,3.6156545209507502,1897
PALD1,0.7241827646891276,3.5027466412470543,1898
UBAP1,0.7241111596425375,3.4934668291782627,1899
ZKSCAN8,0.7231919765472412,2.806366627100195,1900
GNS,0.7227850556373596,2.4427117844421726,1901
AGO2,0.7217431863149008,3.461541493252189,1902
QRICH1,0.7209023833274841,2.794859864479374,1903
KAT6B,0.7208043336868286,3.4692306866623523,1904
PPP2R1A,0.7199622193972269,2.5559420850406718,1905
EXOC4,0.7195244630177816,2.4325981977027804,1906
SOD2,0.719508578379949,2.399709601602893,1907
CTB-89H12.4,0.7193669676780701,2.987213449991384,1908
CXCL13,0.7189127405484518,3.497940792699219,1909
CLIP4,0.7185955842336019,2.833654999879454,1910
FBXL5,0.7169707218805949,2.7799797912922415,1911
THAP5,0.7168814738591512,2.850602083658981,1912
YBX1,0.7166968584060669,2.613138388089669,1913
ERLEC1,0.7164919575055441,2.785218056501125,1914
HSPA5,0.7162227630615234,2.97722733192081,1915
PDIA3P,0.7162103156248728,2.9043821872712887,1916
ZNF407,0.716070294380188,3.434873748534987,1917
DDX39A,0.7155572672684988,3.405862993210889,1918
BTBD9,0.7155017058054606,2.953579023791364,1919
UFD1L,0.715111643075943,3.1714265953479255,1920
MGAT1,0.714995265007019,2.8258852413060365,1921
VPS13D,0.7146640320618948,2.9746532303247544,1922
RSU1,0.7146110137303671,2.802936109474939,1923
TEX264,0.7140785257021586,2.8125495604154707,1924
AK1,0.7140463987986246,2.3925497054106435,1925
JHDM1D,0.7138575315475464,2.7874607815188264,1926
HSPA8P8,0.7134034633636475,4.8908477355510245,1927
RB1CC1,0.7131891250610352,2.8108729413021534,1928
TMEM59,0.7131612300872803,2.4096839714537817,1929
ZYX,0.7123776574929556,2.564810201538268,1930
NPIPA5,0.7119296789169312,2.6599622964164635,1931
