gene,importance,importance_std,rank
PDZD8,3.6595892310142517,7.548373426495845,500
CD69,3.6544384161631265,6.561532932185135,501
HERPUD1,3.6361297269662223,6.055767824645814,502
CD164,3.6306704382101693,5.89499820504517,503
HLA-DQB1,3.627492552002271,5.994497020632151,504
ACTG1,3.6265865564346313,8.373807227433536,505
AMZ2P1,3.6201050082842507,6.013030367271327,506
PLCG1,3.6173504839340844,6.591773004910417,507
RPS12,3.6173184911410012,5.642515084291776,508
EIF3L,3.616450697183609,7.159663976252797,509
RPS9,3.5853988329569497,5.4153077260052465,510
TMX1,3.584551821152369,7.584195293570762,511
CERKL,3.580141067504883,7.6116245795294555,512
AC016739.2,3.568951408068339,6.046239511865079,513
AC007000.12,3.565114458401998,7.331449363510581,514
NFKBIZ,3.5621939102808633,5.769561805043105,515
KDM5A,3.5617592334747314,6.33325140736457,516
ELMO1,3.5357240637143454,6.282821941154524,517
SELK,3.5318904519081116,5.628525891335458,518
SLC7A5,3.5237089892228446,8.429697716672093,519
CALM3,3.495878274242083,7.240683590152536,520
COX4I1,3.4956552187601724,6.166588476772234,521
TSPAN13,3.492846429347992,7.328550009581048,522
RNF19A,3.4909391005833945,6.657104563801052,523
CD7,3.4836001793543496,7.522014844767426,524
BCL11B,3.4800596634546914,6.336579193537693,525
PIK3R1,3.4683385094006858,6.606621970036012,526
PHLDA1,3.4521830876668296,6.578664832263676,527
LAP3,3.4492500027020774,10.963930713194204,528
CLIC3,3.449147880077362,7.503493430094481,529
MVP,3.4469461341698966,5.349632049257005,530
FGFBP2,3.4408422708511353,7.483160992803717,531
UPP1,3.419018109639486,6.673608045598708,532
BICD2,3.4170308113098145,7.222145923433896,533
RGCC,3.414470593134562,6.422563644197791,534
POU2AF1,3.4137734373410544,10.370684090122039,535
LRMP,3.402883047858874,4.39411528259466,536
DENND1A,3.390995502471924,5.600115846345341,537
RBM5,3.3863670925299325,6.947372656118889,538
SNRNP200,3.383670757214228,6.437924222712898,539
KLRC4,3.381964842478434,6.750934651408496,540
GSR,3.3798046906789145,7.111754100785225,541
TRGC1,3.37893479069074,6.335219920019693,542
GADD45B,3.3784789443016052,7.383483169061161,543
RP11-36C20.1,3.377372920513153,8.198368403720327,544
RP11-889L3.1,3.3754934668540955,6.512463354678688,545
METTL21A,3.363602121671041,7.050786621046745,546
TMEM2,3.3586392601331077,6.733804755321604,547
RPS8,3.3567322492599487,7.375729871678058,548
G0S2,3.348303437232971,8.709786075729777,549
SBNO1,3.2985331614812217,6.9339722069392,550
FTH1P10,3.2959628303845725,6.661112575290471,551
REEP3,3.29557732741038,7.470196894337838,552
RBM3,3.270996848742167,6.910015502262678,553
TXLNG2P,3.2690619826316833,7.246958072670697,554
C3AR1,3.263127605120341,9.14701735124227,555
TNRC18,3.2431548635164895,6.889152275603992,556
PDE4DIP,3.2429566780726113,6.296433967944889,557
TGOLN2,3.242159823576609,5.972503745910144,558
EIF2AK2,3.236429433027903,5.8294819031816445,559
HECTD4,3.2330001493295035,5.211871385232668,560
CTSC,3.2288665175437927,11.942679576865464,561
GPR183,3.2266948322455087,9.610957827220469,562
KCNQ1OT1,3.224298154314359,6.178815135148766,563
RP11-466H18.1,3.22340656320254,6.23894276261898,564
SAMSN1,3.2068740824858346,7.2403385070837825,565
UCP2,3.2041133046150208,8.515124435278183,566
ACTG1P2,3.134907066822052,6.654194695804425,567
HLA-F,3.132150982817014,6.83268121057806,568
EEF1D,3.1045873959859214,5.6074699481657895,569
